,Symbol,Name,MarketCap,Sector,Industry
334,IP,International Paper Company,23233557778.0,Basic Industries,Paper
335,SIRI,Sirius XM Holdings Inc.,23014706677.9,Consumer Services,Broadcasting
336,TSN,"Tyson Foods, Inc.",23001137321.1,Consumer Non-Durables,Meat/Poultry/Fish
337,NWL,Newell Brands Inc.,22889880000.0,Consumer Non-Durables,Plastic Products
338,FISV,"Fiserv, Inc.",22873501013.9,Technology,EDP Services
339,AAL,"American Airlines Group, Inc.",22823413121.8,Transportation,Air Freight/Delivery Services
340,UAL,"United Continental Holdings, Inc.",22679573472.8,Transportation,Air Freight/Delivery Services
341,BEN,"Franklin Resources, Inc.",22656701728.2,Finance,Investment Managers
342,WDC,Western Digital Corporation,22598114399.0,Technology,Electronic Components
343,NMR,Nomura Holdings Inc ADR,22573634691.3,Finance,Investment Bankers/Brokers/Service
344,ED,Consolidated Edison Inc,22345669261.6,Public Utilities,Power Generation
345,HSY,Hershey Company (The),22309557261.1,Consumer Non-Durables,Specialty Foods
346,CP,Canadian Pacific Railway Limited,22083883478.8,Transportation,Railroads
347,PEG,Public Service Enterprise Group Incorporated,21940718974.7,Public Utilities,Power Generation
348,APA,Apache Corporation,21923426918.5,Energy,Oil & Gas Production
349,EQR,Equity Residential,21903206811.5,Consumer Services,Real Estate Investment Trusts
350,GGP,GGP Inc.,21887341760.1,Consumer Services,Real Estate Investment Trusts
351,WIT,Wipro Limited,21871586052.0,Technology,EDP Services
352,ABX,Barrick Gold Corporation,21539808832.1,Basic Industries,Precious Metals
353,VTR,"Ventas, Inc.",21473208751.5,Consumer Services,Real Estate Investment Trusts
354,PGR,Progressive Corporation (The),21421506000.0,Finance,Property-Casualty Insurers
355,VRTX,Vertex Pharmaceuticals Incorporated,21390399467.4,Health Care,Major Pharmaceuticals
356,WMB,"Williams Companies, Inc. (The)",21277097342.5,Public Utilities,Natural Gas Distribution
357,LVLT,"Level 3 Communications, Inc.",21275197191.7,Public Utilities,Telecommunications Equipment
358,PAYX,"Paychex, Inc.",20999502893.6,Consumer Services,Diversified Commercial Services
359,EW,Edwards Lifesciences Corporation,20958042300.8,Health Care,Industrial Specialties
360,VFC,V.F. Corporation,20937926615.5,Consumer Non-Durables,Apparel
361,PKX,POSCO,20809753777.8,Basic Industries,Steel/Iron Ore
362,HBANO,Huntington Bancshares Incorporated,20697982220.5,Finance,Major Banks
363,MYL,Mylan N.V.,20687169081.0,Health Care,Major Pharmaceuticals
364,XEL,Xcel Energy Inc.,20638122060.8,Public Utilities,Power Generation
365,TS,Tenaris S.A.,20559048894.5,Basic Industries,Steel/Iron Ore
366,APH,Amphenol Corporation,20544660774.0,Capital Goods,Electrical Products
367,AZO,"AutoZone, Inc.",20463457093.8,Consumer Services,Other Specialty Stores
368,CXO,Concho Resources Inc.,20420828448.8,Energy,Oil & Gas Production
369,DG,Dollar General Corporation,20275034041.4,Consumer Services,Department/Specialty Retail Stores
370,RCL,Royal Caribbean Cruises Ltd.,20241522323.9,Consumer Services,Marine Transportation
371,IX,Orix Corp Ads,20231606240.0,Finance,Diversified Financial Services
372,IR,Ingersoll-Rand plc (Ireland),20149805988.0,Capital Goods,Auto Parts:O.E.M.
373,OMC,Omnicom Group Inc.,20056947400.0,Technology,Advertising
374,KYO,Kyocera Corporation,19886043045.4,Technology,Semiconductors
375,BXP,"Boston Properties, Inc.",19878295174.2,Consumer Services,Real Estate Investment Trusts
376,MCO,Moody&#39;s Corporation,19798760000.0,Finance,Finance: Consumer Services
377,FITB,Fifth Third Bancorp,19792719377.9,Finance,Major Banks
378,EC,Ecopetrol S.A.,19694896751.7,Energy,Oil & Gas Production
379,VNO,Vornado Realty Trust,19636500912.6,Consumer Services,Real Estate Investment Trusts
380,TU,TELUS Corporation,19578671135.5,Public Utilities,Telecommunications Equipment
381,ABC,AmerisourceBergen Corporation (Holding Co),19503079253.7,Health Care,Other Pharmaceuticals
382,KEY,KeyCorp,19496043505.8,Finance,Major Banks
383,SSL,Sasol Ltd.,19482912252.2,Energy,Oil & Gas Production
384,ROP,"Roper Technologies, Inc.",19410448703.4,Capital Goods,Industrial Machinery/Components
385,PH,Parker-Hannifin Corporation,19402808334.2,Capital Goods,Metal Fabrications
386,NTES,"NetEase, Inc.",19381897748.4,Miscellaneous,Business Services
387,RSG,"Republic Services, Inc.",19343830687.5,Public Utilities,Environmental Services
388,Q,"Quintiles IMS Holdings, Inc.",19340023353.6,Health Care,Biotechnology: Commercial Physical & Biological Resarch
389,DLPH,Delphi Automotive plc,19229616570.0,Capital Goods,Auto Parts:O.E.M.
390,CPB,Campbell Soup Company,19187671918.7,Consumer Non-Durables,Packaged Foods
391,LRCX,Lam Research Corporation,19171599372.7,Technology,Industrial Machinery/Components
392,FTV,Fortive Corporation,19060566426.9,Capital Goods,Industrial Machinery/Components
393,NEM,Newmont Mining Corporation,19038005154.4,Basic Industries,Precious Metals
394,ROK,"Rockwell Automation, Inc.",19020270208.6,Capital Goods,Industrial Machinery/Components
395,ETE,"Energy Transfer Equity, L.P.",18939557142.5,Public Utilities,Natural Gas Distribution
396,HLT,Hilton Worldwide Holdings Inc.,18888313170.3,Consumer Services,Hotels/Resorts
397,NTRS,Northern Trust Corporation,18863975274.2,Finance,Major Banks
398,SHG,Shinhan Financial Group Co Ltd,18858917575.0,Finance,Major Banks
399,HRL,Hormel Foods Corporation,18835916233.4,Consumer Non-Durables,Meat/Poultry/Fish
400,CFG,"Citizens Financial Group, Inc.",18678422856.0,Finance,Major Banks
401,FCAU,Fiat Chrysler Automobiles N.V.,18644236794.5,Capital Goods,Auto Manufacturing
402,SWK,"Stanley Black & Decker, Inc.",18483471526.2,Capital Goods,Industrial Machinery/Components
403,MMP,Magellan Midstream Partners L.P.,18416329608.6,Energy,Natural Gas Distribution
404,HIG,"Hartford Financial Services Group, Inc. (The)",18297452737.5,Finance,Property-Casualty Insurers
405,CERN,Cerner Corporation,18285272172.2,Technology,EDP Services
406,NUE,Nucor Corporation,18131360044.9,Basic Industries,Steel/Iron Ore
407,CLR,"Continental Resources, Inc.",18119769818.1,Energy,Oil & Gas Production
408,EXPE,"Expedia, Inc.",18119110056.8,Consumer Services,Transportation Services
409,TI,Telecom Italia S.P.A.,18109969880.8,Consumer Services,Telecommunications Equipment
410,ADSK,"Autodesk, Inc.",18089380290.6,Technology,Computer Software: Prepackaged Software
411,WEC,"WEC Energy Group, Inc.",18059621848.8,Public Utilities,Power Generation
412,CTRP,"Ctrip.com International, Ltd.",18042998822.6,Miscellaneous,Business Services
413,DLTR,"Dollar Tree, Inc.",18033495544.6,Consumer Services,Department/Specialty Retail Stores
414,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",17872039456.9,Finance,Investment Managers
415,RF,Regions Financial Corporation,17799896735.9,Finance,Major Banks
416,VIA,Viacom Inc.,17737521297.9,Consumer Services,Television Services
417,DTE,DTE Energy Company,17572060442.5,Public Utilities,Electric Utilities: Central
418,RCI,"Rogers Communication, Inc.",17375465022.9,Consumer Services,Television Services
419,BCR,"C.R. Bard, Inc.",17374270361.2,Health Care,Medical/Dental Instruments
420,ES,Eversource Energy,17333653697.6,Public Utilities,Electric Utilities: Central
421,CHKP,Check Point Software Technologies Ltd.,17124608116.9,Technology,Computer Software: Prepackaged Software
422,SWKS,"Skyworks Solutions, Inc.",17046569571.2,Technology,Semiconductors
423,WLTW,Willis Towers Watson Public Limited Company,16997578638.7,Finance,Specialty Insurers
424,SYMC,Symantec Corporation,16988173745.0,Technology,Computer Software: Prepackaged Software
425,VMC,Vulcan Materials Company,16977926039.7,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
426,NBL,Noble Energy Inc.,16956033501.5,Energy,Oil & Gas Production
427,CAG,"ConAgra Brands, Inc.",16947171245.4,Consumer Non-Durables,Packaged Foods
428,HES,Hess Corporation,16942392813.6,Energy,Integrated oil Companies
429,DLR,"Digital Realty Trust, Inc.",16910695491.2,Consumer Services,Real Estate Investment Trusts
430,LB,"L Brands, Inc.",16814204744.4,Consumer Services,Clothing/Shoe/Accessory Stores
431,ULTA,"Ulta Beauty, Inc.",16774225677.5,Consumer Services,Other Specialty Stores
432,CCE,Coca-Cola European Partners plc,16763855681.0,Consumer Non-Durables,Beverages (Production/Distribution)
433,INFO,IHS Markit Ltd.,16645801102.2,Technology,"Computer Software: Programming, Data Processing"
434,MGA,"Magna International, Inc.",16625732606.1,Capital Goods,Auto Parts:O.E.M.
435,DPS,"Dr Pepper Snapple Group, Inc",16609686259.5,Consumer Non-Durables,Beverages (Production/Distribution)
436,WDAY,"Workday, Inc.",16558380000.0,Technology,EDP Services
437,PFG,Principal Financial Group Inc,16455339815.2,Finance,Accident &Health Insurance
438,MGM,MGM Resorts International,16375353466.1,Consumer Services,Hotels/Resorts
439,VCSH,Vanguard Short-Term Corporate Bond ETF,16286024552.7,n/a,n/a
440,TROW,"T. Rowe Price Group, Inc.",16254031492.3,Finance,Investment Bankers/Brokers/Service
441,MHK,"Mohawk Industries, Inc.",16010066980.8,Consumer Durables,Home Furnishings
442,A,"Agilent Technologies, Inc.",15849300618.1,Capital Goods,Biotechnology: Laboratory Analytical Instruments
443,SJM,J.M. Smucker Company (The),15776852121.5,Consumer Non-Durables,Packaged Foods
444,LNC,Lincoln National Corporation,15752379459.8,Finance,Life Insurance
445,TAP,Molson Coors Brewing  Company,15694661848.5,Consumer Non-Durables,Beverages (Production/Distribution)
446,POT,Potash Corporation of Saskatchewan Inc.,15578111530.5,Basic Industries,Agricultural Chemicals
447,L,Loews Corporation,15567522524.4,Finance,Property-Casualty Insurers
448,CLX,Clorox Company (The),15543226659.5,Consumer Durables,Specialty Chemicals
449,LBRDK,Liberty Broadband Corporation,15528512505.7,Consumer Services,Television Services
450,BAP,Credicorp Ltd.,15412632366.1,Finance,Commercial Banks
451,IBKR,"Interactive Brokers Group, Inc.",15394468999.2,Finance,Investment Bankers/Brokers/Service
452,KB,KB Financial Group Inc,15307862462.6,Finance,Commercial Banks
453,LBRDA,Liberty Broadband Corporation,15255986838.7,Consumer Services,Television Services
454,RACE,Ferrari N.V.,15250286140.2,Capital Goods,Auto Manufacturing
455,LLTC,Linear Technology Corporation,15241091902.6,Technology,Semiconductors
456,BMRN,BioMarin Pharmaceutical Inc.,15236367043.8,Health Care,Major Pharmaceuticals
457,GWW,"W.W. Grainger, Inc.",15111604458.7,Consumer Services,Office Equipment/Supplies/Services
458,O,Realty Income Corporation,15078919468.6,Consumer Services,Real Estate Investment Trusts
459,NOW,"ServiceNow, Inc.",14890200000.0,Technology,Computer Software: Prepackaged Software
460,MCHP,Microchip Technology Incorporated,14777665710.8,Technology,Semiconductors
461,OKS,"ONEOK Partners, L.P.",14777216194.4,Public Utilities,Natural Gas Distribution
462,NLSN,Nielsen N.V.,14769003798.6,Miscellaneous,Business Services
463,HBAN,Huntington Bancshares Incorporated,14644566814.5,Finance,Major Banks
464,MLM,"Martin Marietta Materials, Inc.",14628952185.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
465,NOV,"National Oilwell Varco, Inc.",14559703628.1,Energy,Metal Fabrications
466,ESS,"Essex Property Trust, Inc.",14526524136.2,Consumer Services,Real Estate Investment Trusts
467,XLNX,"Xilinx, Inc.",14491624712.2,Technology,Semiconductors
468,VIAB,Viacom Inc.,14471713664.8,Consumer Services,Television Services
469,TECK,Teck Resources Ltd,14392979569.7,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
470,FAST,Fastenal Company,14341771511.9,Consumer Services,RETAIL: Building Materials
471,GPC,Genuine Parts Company,14329345797.9,Capital Goods,Automotive Aftermarket
472,AGU,Agrium Inc.,14180954130.8,Basic Industries,Agricultural Chemicals
473,COTY,Coty Inc.,14135357354.8,Consumer Non-Durables,Package Goods/Cosmetics
474,FRC,FIRST REPUBLIC BANK,14068646602.0,n/a,n/a
475,HCP,"HCP, Inc.",14057853826.6,Consumer Services,Real Estate Investment Trusts
476,MRO,Marathon Oil Corporation,14055235267.9,Energy,Oil & Gas Production
477,LH,Laboratory Corporation of America Holdings,14046110000.0,Health Care,Medical Specialities
478,EFX,"Equifax, Inc.",14037223027.9,Finance,Finance: Consumer Services
479,WCN,"Waste Connections, Inc.",14018357505.8,Public Utilities,Environmental Services
480,SNN,"Smith & Nephew SNATS, Inc.",14010920344.9,Health Care,Industrial Specialties
481,BBY,"Best Buy Co., Inc.",13965265766.5,Consumer Services,Consumer Electronics/Video Chains
482,CTL,"CenturyLink, Inc.",13946067996.9,Public Utilities,Telecommunications Equipment
483,FDC,First Data Corporation,13892507936.8,Miscellaneous,Business Services
484,SHPG,Shire plc,13880519589.3,Health Care,Major Pharmaceuticals
485,SEP,"Spectra Energy Partners, LP",13829392045.2,Public Utilities,Natural Gas Distribution
486,VRSK,"Verisk Analytics, Inc.",13690790898.4,Technology,EDP Services
487,DVMT,Dell Technologies Inc.,13637304320.7,Technology,Computer Manufacturing
488,GG,Goldcorp Inc.,13626832577.4,Basic Industries,Precious Metals
489,FLT,"FleetCor Technologies, Inc.",13579143085.3,Miscellaneous,Business Services
490,RHT,"Red Hat, Inc.",13562367627.5,Technology,"Computer Software: Programming, Data Processing"
491,SKM,"SK Telecom Co., Ltd.",13562047656.6,Public Utilities,Telecommunications Equipment
492,MPLX,MPLX LP,13553966790.0,Energy,Natural Gas Distribution
493,KLAC,KLA-Tencor Corporation,13449663701.3,Capital Goods,Electronic Components
494,PANW,"Palo Alto Networks, Inc.",13394470704.8,Technology,Computer peripheral equipment
495,BLL,Ball Corporation,13377891011.7,Consumer Durables,Containers/Packaging
496,WRK,Westrock Company,13330224325.6,Consumer Durables,Containers/Packaging
497,ADS,Alliance Data Systems Corporation,13307141857.6,Miscellaneous,Business Services
498,MSI,"Motorola Solutions, Inc.",13282056104.0,Technology,Radio And Television Broadcasting And Communications Equipment
499,HST,"Host Hotels & Resorts, Inc.",13221390677.2,Consumer Services,Real Estate Investment Trusts
500,STX,Seagate Technology PLC,13188730043.6,Technology,Electronic Components
501,XRAY,DENTSPLY SIRONA Inc.,13137098743.0,Health Care,Medical/Dental Instruments
502,PAA,"Plains All American Pipeline, L.P.",13123956925.9,Energy,Natural Gas Distribution
503,GIB,"CGI Group, Inc.",13120401849.5,Consumer Services,Professional Services
504,WHR,Whirlpool Corporation,13064315611.6,Consumer Durables,Consumer Electronics/Appliances
505,KOF,Coca Cola Femsa S.A.B. de C.V.,13036468100.0,Consumer Non-Durables,Beverages (Production/Distribution)
506,ANTX,"Anthem, Inc.",13033097407.5,Health Care,Medical Specialities
507,TV,Grupo Televisa S.A.,12935235200.0,Consumer Services,Broadcasting
508,CA,CA Inc.,12932055645.2,Technology,Computer Software: Prepackaged Software
509,MKL,Markel Corporation,12912614512.1,Finance,Property-Casualty Insurers
510,SBAC,SBA Communications Corporation,12886205474.0,Consumer Services,Telecommunications Equipment
511,HSIC,"Henry Schein, Inc.",12867283426.9,Health Care,Medical Specialities
512,MJN,Mead Johnson Nutrition Company,12838279149.5,Consumer Non-Durables,Packaged Foods
513,DGX,Quest Diagnostics Incorporated,12831127835.2,Health Care,Medical Specialities
514,CX,Cemex S.A.B. de C.V.,12787759815.7,Capital Goods,Building Materials
515,AWK,American Water Works,12780641750.6,Public Utilities,Water Supply
516,DVA,DaVita Inc.,12757962000.0,Health Care,Hospital/Nursing Management
517,FTS,Fortis Inc.,12751208508.6,Public Utilities,Electric Utilities: Central
518,TXT,Textron Inc.,12724099994.1,Capital Goods,Aerospace
519,FE,FirstEnergy Corporation,12717838973.9,Public Utilities,Electric Utilities: Central
520,MXIM,"Maxim Integrated Products, Inc.",12679540781.2,Technology,Semiconductors
521,XEC,Cimarex Energy Co,12677717229.0,Energy,Oil & Gas Production
522,ETR,Entergy Corporation,12667924522.2,Public Utilities,Electric Utilities: Central
523,HRS,Harris Corporation,12655101147.0,Capital Goods,Industrial Machinery/Components
524,AEE,Ameren Corporation,12556350796.5,Public Utilities,Power Generation
525,ECA,Encana Corporation,12366449589.7,Energy,Oil & Gas Production
526,TWTR,"Twitter, Inc.",12324927202.8,Technology,"Computer Software: Programming, Data Processing"
527,CE,Celanese Corporation,12313724575.0,Basic Industries,Major Chemicals
528,PBA,Pembina Pipeline Corp.,12303487204.0,Energy,Oil & Gas Production
529,VNTV,"Vantiv, Inc.",12209206355.2,Miscellaneous,Business Services
530,KMX,CarMax Inc,12198120332.5,Consumer Durables,Automotive Aftermarket
531,LLL,"L3 Technologies, Inc.",12184651946.4,Technology,Radio And Television Broadcasting And Communications Equipment
532,LSXMK,Liberty Media Corporation,12177574787.2,Consumer Services,Broadcasting
533,CMG,"Chipotle Mexican Grill, Inc.",12165306347.3,Consumer Services,Restaurants
534,DOV,Dover Corporation,12151229355.5,Technology,Industrial Machinery/Components
535,CNHI,CNH Industrial N.V.,12143524634.0,Capital Goods,Construction/Ag Equipment/Trucks
536,STM,STMicroelectronics N.V.,12092829303.9,Technology,Semiconductors
537,IVZ,Invesco Plc,12088564882.8,Finance,Investment Managers
538,CTAS,Cintas Corporation,12063743850.8,Consumer Non-Durables,Apparel
539,FNF,"Fidelity National Financial, Inc.",12052644721.6,Finance,Specialty Insurers
540,MKC,"McCormick & Company, Incorporated",11920155064.1,Consumer Non-Durables,Packaged Foods
541,AGR,"Avangrid, Inc.",11912088356.0,Public Utilities,Electric Utilities: Central
